flg	text
1	・中枢神経系に帰することのできる限局性または多発性所見として、2022/03/29に脳神経の単一または複数の異常、深部腱反射の変化(反射減弱または亢進、反射の非対称性)、小脳の機能障害(運動失調症、測定障害、小脳性眼振など)のいずれかが発現。
1	39.6°Cの高熱、倦怠感を自覚。
1	37.6°Cの発熱、頭痛のためカロナール内服して軽快。
1	37.5°Cの発熱、頭痛のためカロナール内服にて軽快。
1	39.0°Cの発熱を認め、近医を受診。
1	38.3°Cの発熱を認めた。
1	3.目がまぶしてTV見られない。
1	2021/**/**、患者はヘモグロビン尿(肉眼的ヘモグロビン尿) (重篤区分:医学的に重要)及びワクチン接種部位疼痛(注射部位疼痛)を呈した。
1	2021/**/**、患者は免疫性心筋炎(免疫性心筋炎)(重篤区分:入院及び医学的に重要)を呈した。
0	2021/**/**、心血管造影:狭窄なし(正常)。
1	2021/**/**、組織学的検査:リンパ球性炎症細胞亜型。
1	2021/**/**、体温:摂氏39度(高温)。
0	2021/**/**、免疫性心筋炎(免疫性心筋炎)は回復していた。
1	05/29 AM4時、顔面浮腫、上半身両上肢発赤、右眼瞼浮腫。
1	06/03、、造影CT検査にて両側膝窩動脈血栓閉塞+上腸間膜動脈血栓症を認めた。
1	2021/08、COVID-19ワクチンの2回目の接種後に左の第1、2指のしびれ及び痛みが発現した。
1	2022/06、CTスキャンで悪性リンパ腫再燃がみられた。
1	05/29、リンパ球は実数で660まで低下した。
0	06/17、事象は軽快した。
1	9/12、発熱、呼吸苦が出現した。
1	2022/04、両手の脱力を発現した。
0	2020/12、両側扁桃摘出術が施行された。
1	10/03、喘息出現した。
1	2021/08/30 37.8°Cの発熱、頭痛のためイブプロフェン内服し、軽快。
1	2021/09/18- 2022/01/11、患者は好酸球増加及び全身症状を伴う薬疹のため入院した。
1	2022/07/09 09:40 38°Cの発熱が発現。
1	2022/02/11 03:00(3回目ワクチン接種から1ヵ月と21日後)、被験者は腹痛を発現した。
1	2022/05/11 17:35(ワクチン接種35分後)、患者に摂氏37.6-38度の発熱があった。
1	2022/07/10 18:30(ワクチン接種の9時間後)、発熱があった。
1	2021/07/09 12:50(ワクチン接種後)、充血が発現した。
1	2022/07/22 14:15(ワクチン接種後15分)、肩と首に痛みを発症した。
1	2021/06/16 10:50、アナフィラキシーを発現した。
1	2022/07/16 09:55、患者は血管迷走神経反射を経験した。
1	2022/05/16 16:00、接種部位の遷延性神経障害が発現した。
1	2021/10/22 10:00デスクワーク中に失神を認めた。
1	2022/07/06 06:00右視神経炎が発現。
1	2022/04/15 22:00右大腿から下肢の張り、つり感、疼痛、痺れ感が出現。
1	2022/03/14 18:00横紋筋融解症、腎不全が発現。
1	2022/05/27 06:00下肢筋力低下を認め、横紋筋融解が発現した疑い。
1	2021/09/07 10:30急性期脳梗塞が発現。
1	2021/07/30 11:00急性心筋炎、心膜炎が発現。
1	2022/03/14 09:00急性心筋炎が発現。
1	2022/03/30 00:33急性心筋炎として、入院。
1	2022/03/29 13:00急性心不全が発現。
1	2022/03/15 06:21急性肺塞栓症が発現。
1	2022/03/29 12:00血小板減少症を伴う血栓症が発現。
1	2022/02/19 10:00紅斑が発現。
1	2022/03/29 06:00頃、急に呼吸困難が出現し、医療機関に救急搬送。
1	2022/04/14 00:00頃ショック状態となり、搬送され入院。
1	2022/02/21 13:00頃運動性メインの失語症を発症し、頭部MRI検査で左中大脳動脈遠位の塞栓を認め、心原性脳梗塞と診断。
1	2022/04/12 00:00頃眼瞼周囲の腫脹あり。
1	2022/05/31 16:00頃急性心筋炎が発現。
1	2022/03/15 11:00頃胸痛増悪を認めた。
1	2022/02/13 14:00頃血小板減少症を伴う血栓症が発現。
0	2022/02/05 09:00頃車椅子にて10 mLほど水分摂取。
1	2022/02/28 00:55頃就寝中、急に胸苦を訴えたため、当院の救急外来に救急搬送。
1	2022/04/27 05:30頃心膜炎が発現。
1	2022/02/21 02:45頃睡眠中に呼吸促迫、家人が呼びかけても反応がないなど意識障害を認めた。
1	2022/07/10 06:00頃体温38°C台となりアンヒバ坐薬にて対処。
1	2022/02/16 06:00頃突然、頻脈発作が出現。
1	2021/07/31 00:00頃嘔気が増悪し、何度か嘔吐。
1	2022/06/20 12:00左眼の眼痛が出現。
1	2022/05/17 12:00心筋炎、心膜炎が発現。
1	2022/02/11 03:00背部痛を認めた。
1	2022/04/22 12:00発熱、倦怠感、けいれん、末梢神経障害が発現。
1	2022/03/13 00:00発熱が発現。
1	2022/04/05 06:30微熱、前胸部痛、胸部違和感が発現。
1	2022/03/14 23:00末梢神経障害、食欲不振、下痢が発現。
1	2022/03/14 02:00慢性心不全増悪が発現し、呼吸苦、胸部違和感を自覚。
1	2022/04/08 17:00躁症状が発現。
1	2022/04/09 38°C-39°Cの発熱を認めた。
1	2022/03/09 38°Cの発熱、全身痛あり。
1	2022/05/30 38°Cの発熱、嘔吐を認め、内科を受診。
1	2021/11/21 3度房室ブロックが発現。
1	2022/07/06 78日間の入院経過中。
1	2022/03/07 ARDSが発現。
1	2021/06/26 C5部位に汎発性帯状疱疹が発現。
0	2022/01/19 COVID-19病原体(SARS-CoV-2)検査を抗原検査にて実施し、陰性。
1	2022/01/25 COVID-19病原体(SARS-CoV-2)検査を抗原検査にて実施し、陽性。
1	2022/06/25 Cr 0.7 mg/dL、eGFR 88.4 mL/分、1.03 g/g・Cr、Alb 3,4 g/dL、尿蛋白(3+)、尿潜血(3+)を認める。
1	2021/11/19 CTを撮影し、肺炎、肺膿瘍の診断となり、メロペネム、バンコマイシン、ミカファンギンを投与。
1	2022/03/31 Hb低下を認め、当院血液内科へ紹介受診。
0	2022/05/21 IVIG投与終了。
1	2022/03/06 JCS 2桁の意識障害が出現し、前医受診。
0	2022/03/04 PCPS抜去。
0	2022/04/05 PCR検査の結果は、陰性。
0	2021/09/02 PCR検査結果は陰性。
1	2022/04/01 PET-CTで右肺野にすりガラス影。
0	2022/06/28 PSL 20 mg継続。
0	2022/04/28 ST正常化。
1	2022/03/22 WBC 15,140、CRP 19.0と炎症反応高値を認め、前病院に入院。
0	2022/02/13(3回目ワクチン接種後、日付不明)、症状悪化なく回復した。
1	2022/02/06(ワクチン接種45日後)、COVID-19陽性を発現した。
1	2022/01/20(ワクチン接種23日後)、IgA血管炎の腎病変を発現した。
1	2022/02/26(ワクチン接種37日後)、右顔面神経麻痺と顔面神経麻痺が出現した。
0	2022/04/08(ワクチン接種12日後)、肝機能はほぼ正常化し、経過観察は完了した。
1	2021/12/17(ワクチン接種15日後)、症状の増悪があり入院となった。
0	2022/04/08(ワクチン接種3日後)、転帰は軽快していた。
1	2022/06/04(ワクチン接種1日後)、両上肢に皮疹が出現した。
1	2022/03/09(ワクチン接種1日後)ごろ、急性心不全の疑いを認めた。
1	2021/10/22(ワクチン接種の2日後)、患者は心筋炎(入院期間は7日間)を発現し、治療は以下を含んだ:尿量、レントゲン、採血での慎重なし、経過観察と臥位安静。
1	2022/03/18(ワクチン接種の1日後)朝、血尿を発現した。
1	2022/06/18(ワクチン接種後1日目)、発熱が発現した。
1	2021/05/06(同年)、当院を受診、左第1,2背側のしびれと疼痛あり、左に下垂手あり。
1	2022/04/20、2ヶ月の経過観察後も尿蛋白(2+)であった。
1	2022/05/23、MRIで左横静脈洞血栓症の所見を認めた。
1	2021/08/27、mRNA-1273(COVID 19ワクチンモデルナ)の投与開始後、患者は亜急性甲状腺炎(亜急性甲状腺炎)(重篤区分:入院)を呈した。
0	2022/03/22、NEAR法で検査を受け、結果は陽性であった。
1	2022/05/24、アナフィラキシーショックを発現した。
1	2021/10/29、トロポニンIの結果は31.1 pg/ml、胸痛でアスピリン開始した。
0	2022/06/02、トロポニンT、CK(血中クレアチンホスホキナーゼ)、CK-MB(血中クレアチンホスホキナーゼMB)、CRP(Cー反応性蛋白)、D-ダイマー(フィブリンDダイマー)を受けたが結果は上昇なしであった。
1	2022/02/07、咽頭痛が出現した。
1	2021/06/07、右下肢感覚障害が出現した。
1	2021/10/15、右眼瞼下垂が出現した。
1	2021/09/08、右末梢性顔面神経麻痺、嚥下障害、構音障害、呼吸筋障害も軽度出現した。
1	2021/07/28、右優位の両側の感覚障害と疼痛を認めた。
1	2022/06/06、下腿浮腫と皮疹(点状紫斑)が出現した。
0	2022/06/27、下痢の転帰は軽快であった。
1	2022/06/21、下痢を発症した。
1	2022/05/29、解熱したが前胸部の鋭い痛みを自覚した。
1	2022/04/03、瓦せんべいで発疹が出た。
0	2021/09/21、冠動脈検査(直近)が行われた。
1	2021/10/10、患者は、左眼瞼下垂を発現した。
1	2021/06/25、患者はBNT162b2初回接種を受け、遷延な倦怠感を発現した。
1	2022/06/27、患者はPCR検査を受け、検査方法は上咽頭スワブであり、結果は陽性であった。
0	2022/05/26、患者はトレッドミル心電図を受けた。
1	2021/10/15、患者は右眼瞼下垂を発現した。
1	2021/07/09、患者は丘疹性皮疹(丘疹小水疱性皮疹)(重篤区分:入院)を呈した。
1	2022/04/12、肝機能異常を発現した。
0	2021/09/02、丘疹性皮疹(丘疹小水疱性皮疹)は回復していた。
1	2021/09/29、急性頭痛発症した。
1	2021/09/12、急性発症の胸痛又は胸部圧迫感が発現。
1	2022/06/06、急性発症の胸痛又は胸部圧迫感が発現した。
1	2021/10/20、血圧上昇(医学的に重要)発現、転帰「軽快」。
1	2022/05/27、午後18時頃、顔面浮腫、血管性浮腫(全身性)、リンパ球数減少(相対的)を発現した。
1	2021/08/10、好酸球数高値、紫斑、末梢神経障害を認めた。
1	2022/05/12、高度蛋白尿、血尿、高血圧を認め頭痛も伴った。
1	2022/02/21、採血をした結果、GOT、GPT、およびγGTPは全てハイのマークがついた。
0	2022/03/11、事象COVID-19と予防接種の効果不良の転帰は回復であった。
0	2022/06/20、事象の転帰は、未回復であった。
0	2022/07/12、事象の転帰は回復であった(治療なし)。
0	2022/7/12、事象の転帰は未回復であった。
0	2022/05/31、自覚症状、検査所見とも改善し退院した。
1	2021/06/15、手足のしびれ感を自覚した。
0	2021/08/31、症状が改善されなかった。
0	2022/02/26、症状が消失、回復した。
0	2022/06/24、症状は消失した。
0	2022/01/11、心エコー:異常なし。
0	2022/05/17、心臓磁気共鳴画像が実施された。
0	2021/09/16、心臓超音波検査が実施された。
1	2022/06/10、心拍数は一時40-50/分まで低下した。
1	2021/07/20、摂氏38度の発熱があった。
1	2021/12/27、選択的帝王切開にて出産した。
1	2022/03/12、全身に湿疹が出現した。
1	2022/07/04、足趾先端の痺れ出現し、足関節以遠の筋力低下も認めた。
1	2022/03/24、朝方より発熱があった。
1	2022/05/23、痛みの強さは軽減したが、頭痛は週3回あり、血圧は落ち着いてきた。
0	2021/12/09、頭部CT:異常なし。
0	2022/06/16、内服は終了した。
1	2022/06/30、尿蛋白が出現した。
1	2021/09/07、尿閉を認めた。
1	2021/11/07、排尿がしづらくなった。
1	2022/05/23、背中と両上肢の重だるさを自覚した。
1	2022/02/25、発熱がみられた。
1	2022/06/05、発熱が出現した。
1	2022/02/04、腹腔鏡下子宮全摘手術を受けた。
0	2021/11/01、麻疹様発疹(麻疹様発疹)は回復していた。
1	2021/12/24、両下肢しびれ発症、排尿障害あり。
1	2022/07/07、両手のしびれと足の脱力が出現した。
1	2021/09/10、両上肢腱反射減弱が認められた。
1	2021/07/15、両足首に紫斑を認めた。
1	2021/07/24、両大腿の感覚障害と歩行障害(バランスがとれず、スムーズに一歩ずつ足が出ない)が出現した。
0	2022/06/14、臨床検査結果は改善傾向を認め、輸液投与は終了した。
1	2022/06/18、嘔吐を発症した。
1	2021/07/17、疼痛(医学的に重要)を発現し、転帰は「未回復」であった。
1	2021/09/15: Troponin I:上昇(450 ng/L), CRP:上昇(8.6mg/dl). 2021/09/16: Creatine kinase (CK):上昇(361U/L); Fibrin D dimer(D-dimer):上昇(2.8ug/ml). 2021/09/21: Eosinophils: 307.トロポニンT、CK-MB、高感度CRP、ESR (1時間値)検査は未実施であった。
0	2021/08/07-2021/08/10 3日間、メチルプレドニゾロン1,000 mg/日のステロイドパルス療法実施。
0	2022/06/25-2022/06/27 m-PSL 500 mgにてパルス施行。
0	2022/04/05-2022/04/07(ワクチン接種後20日-22日)、大動脈バルーンパンピングおよび人工心肺(経皮的心肺補助(PCPS))を導入し循環サポートを行った。
1	2021/08/16-2021/09/02、患者は丘疹性皮疹のため入院した。
1	2021/10/08-2021/11/01、患者は麻疹様発疹のため入院した。
0	2022/04/07-2022/04/08トロポニンI、CK/CK-MBの採血実施し、経過観察。
1	2022/03/25-2022/03/26近医にて食欲不振のため点滴施行。
1	2022/03/21-2022/03/22肩の痛みを認めた。
1	2022/03/05-2022/03/06腰背部痛を自覚。
1	2022/05/30-2022/06/09新型コロナに感染を認めた。
0	2022/04/04-2022/04/12通院にてステロイド点滴治療を行ったが、右聾は不変。
0	2022/06/03-2022/06/04発熱、頭痛、頸部痛が消失。
1	2022/04/01-2022/04/18発熱が発現し、持続。
1	2022/04/19アブレーション治療の承諾を得て、入院。
0	2021/12/13インフルエンザワクチンを接種。
0	2021/11/27インフルエンザワクチン接種。
1	2022/03/07かかりつけ医を受診し、腹部エコーで腰背部痛の原因を指摘できなかった。
1	2021/10/05から、左眼瞼下垂が出現した。
1	2022/07/11から、体幹部左側に有痛性皮疹が出現した。
1	2021/10/29から2021/12/06まで、患者は心エコーを受け、結果は心嚢水がやや多めであった。
1	2022/04/30から2022/05/02まで、感冒症状のためセフジトレンピボキシル(経口)を投与した。
1	2022/01/31から2022/02/02まで、被験者はCOVID-19感染のためカロナール500mgを内服した。
1	2021/12/26から胸痛が出現した。
1	2021/12/25から発熱が発現した。
0	2022/06/07から半夏白朮天麻湯を服用したが、2022/06/09に中止した。
0	2021/08/23カロナール1000-1500 mg/日投与終了。
1	2022/03/16けいれん重積、ミオクローヌスに対して最終的にイーケプラ2,000 mg、ランドセン6 mg、ビムパット300 mg処方。
1	2022/04/23ゴルフの練習中に卒倒した。
0	2022/03/24これらの症状は完治した。
0	2022/07/05ステロイドパルス療法を開始。
0	2022/04/09ステロイド開始。
1	2022/02/17ストレス下におけるたこつぼ型心筋症発症。
0	2021/07/12ゾルピデム投与中止。
1	2022/04/09に強直性脊椎炎を伴った第6頚椎椎体骨折に対し当院入院中の頸椎骨折術後、貧血、両側胸水、発作性心房細動を発症し抗凝固療法開始。
1	2022/06/27の追加報告、もともと血尿は指摘されていた。
1	2022/03/01びまん性肺胞出血、呼吸不全が発現。
1	2022/04/18フォークト・小柳・原田病、両側軽度難聴と診断され、入院。
1	2022/04/08プレドニゾロン30 mgに減量後発熱、炎症反応の増悪を認め、プレドニゾロン50 mgに増量。
0	2022/03/28ヘパリンによる効果不十分のためアルガトロバン開始。
1	2022/03/01ホルター心電図で持続する上室性頻拍を認め継続内服治療開始。
1	2022/02/24ぼんやり感の増悪を認めた。
1	2022/04/18または2022/04/19に、横紋筋融解症が発現し、入院。
1	2022/03/28めまいを認め、受診。
1	2022/04/02めまいを認めた。
0	2021/07/21モンテルカスト投与中止。
1	2022/03/31より、起坐呼吸が出現した。
0	2021/07/19リリカ25 mg経口投与開始。
0	2022/03/26安静・臥床での経過観察にて症状は改善。
1	2022/04/16意識消失、四肢のけいれんが発現。
1	2022/02/06意味不明言動、四肢けいれんが発現。
0	2022/03/31胃部問題なく、退院。
0	2022/05/16一日中動悸が治まらなかったが、一日で回復。
0	2022/03/08一般病棟へ転出。
1	2021/11/24右こめかみにヘルペス感染症を認めた。
1	2022/03/04右外陰部・殿部・大腿に帯状疱疹が発現。
1	2022/04/03右眼視力低下し、両眼視神経炎が発症した。
1	2022/04/04右眼瞼下垂、複視を認め、精査加療のため当院に紹介され入院。
1	2022/03/13右肩甲部の疼痛を自覚。
1	2021/07/10右上肢、前胸部に皮疹が拡大し、当院受診。
1	2022/04/20右上肢の浮腫、両手関節痛も出現し、当院初診。
1	2022/04/08右突発性難聴が発現。
1	2021/08/22右目奥にかつて経験したことの無い強さの頭痛を認めた。
1	2022/02/15横紋筋融解症が発現。
0	2022/04/20下痢改善あり。
0	2021/12/08加療を継続したが、呼吸状態の改善なく、気管切開を施行。
0	2022/03/29会社が連絡するも応答なし。
0	2022/07/06解熱。
1	2022/06/19解熱を認めた。
0	2022/02/20解熱傾向。
0	2022/04/06改善し、退院。
0	2021/08/11改善したため、退院。
0	2022/03/28改善なし。
0	2021/08/20外来。
0	2022/04/27外来で血液検査、レントゲン等行い、炎症反応は治まっているため症状がある時に再受診するよう指示。
1	2022/05/15咳嗽、発熱が発現。
0	2021/09/04核酸検出検査(PCR法、LAMP法)にて、COVID-19病原体(SARS-CoV-2)検査を実施し、陰性。
1	2021/08/22核酸検出検査(PCR法、LAMP法)にて、COVID-19病原体(SARS-CoV-2)検査を実施し、陽性。
1	2022/04/26間欠的な発熱を認めた。
1	2022/02/09関節炎が発現。
1	2022/04/04眼科を受診し、MRIにて脳内に多発のT2高信号な病変を認めた。
0	2022/05/20顔は少し動くようになり、眼がシャンプーでしみなくなった。
0	2022/06/03顔面神経麻痺はほぼ回復。
1	2021/11/14休息中に失神を認めた。
1	2022/03/03急激に呼吸状態が悪化。
1	2022/06/09急性肝障害が発現。
1	2022/03/29急性散在性脳脊髄炎(ADEM)が発現。
1	2022/05/24急性心筋炎が発現。
1	2022/04/29急性心不全が発現。
1	2022/07/03急性発症の胸痛又は胸部圧迫感、倦怠感、嘔吐を認めた。
1	2022/04/05急速進行性糸球体腎炎が発現。
1	2021/08/03胸痛を主訴に来院。
1	2021/08/23胸痛を認め、搬送。
1	2022/03/02胸痛増悪を認め、救急外来を受診。
1	2022/03/16胸部・腹部・下肢の造影CT検査を実施し、両側肺動脈血栓塞栓の所見。
0	2022/04/09胸部症状はほぼ完解したため、退院。
1	2022/03/29胸部不快感が出現し、受診。
1	2022/04/09興奮、徘徊を認め、当院救急科を受診。
1	2022/03/28近医で採血にて脱水、低Na血症、高K血症を認め、当院へ紹介受診。
1	2022/05/16近医を受診し、感冒として処方を受け経過観察となる。
0	2022/05/28経過観察で改善を認め、退院。
0	2022/04/04経過良好。
0	2021/07/12経過良好であり、退院。
1	2022/03/22頚椎MRIにて頚椎全長が腫脹し、頚髄のT2延長信号をびまん性に認め、脳MRIにて多発T2延長信号あり、深部灰白質病変を認めた。
1	2022/07/11血液検査でGOT 3,111、GPT 3,450、T-Bil 5.1と著明な肝障害を認めた。
1	2021/08/18血液検査でトロポニンI 21.56 ng/mL、CK 1,268 U/L、CK-MB 89.5 U/L、CRP 4.93 mg/dLの上昇を認めた。
1	2022/06/21血液検査実施したところ、AST、CK、LDH値の増悪を認め、エコー上も心嚢液の増加を認めた。
0	2022/04/01血行動態の安定を確認、ヘパリンを中止し、アピキサバンの内服を開始。
1	2021/09/06倦怠感、遷延する発熱、頭痛、便秘、関節痛が発現。
1	2022/05/06倦怠感、頭重感が出現。
1	2022/05/26倦怠感が増悪。
1	2022/03/01倦怠感が発現。
1	2022/03/03倦怠感を認めた。
1	2022/04/15肩痛/上背部痛を自覚。
1	2022/02/13幻覚、興奮が発現。
1	2022/03/06幻覚、妄想が発現し、次第にひどくなる。
1	2022/04/28現在、後遺症として倦怠感が残る。
1	2022/07/05現在、腕がピクピクする症状を認めている。
0	2022/07/01現在もステロイド治療を行っている。
0	2022/06/28現在も経過観察中。
0	2022/02/28呼吸状態は大きな問題はなかったが、意識状態は改善なく気管切開実施。
1	2022/06/11午後(夕方)(報告のとおり)、患者は、全身倦怠感を発現した。
1	2022/03/28午後、突然左胸部に圧迫感を伴う痛みが出現。
1	2022/04/07午前、ぶどう膜炎が発現。
1	2022/03/07午前、顔面神経麻痺、知覚異常が発現。
1	2022/04/14午前、心膜炎が発現。
1	2022/04/18後遺症として右聾が残る。
0	2022/05/02後療法として、40 mg/日で投与開始し、ステップダウンしてPSL 20 mgへ漸減。
0	2021/07/16抗ウイルス薬点滴治療終了。
0	2021/11/25抗菌薬をセフェピム、メトロニダゾールに変更。
1	2022/03/27抗原検査にて、COVID-19病原体(SARS-CoV-2)検査を実施し、陽性。
0	2022/01/27抗原検査にてCOVID-19病原体(SARS-CoV-2)検査を実施し、陰性。
1	2022/03/30行政解剖の結果、無菌性髄膜炎と診断。
0	2021/08/27合併症なく、軽快退院。
0	2022/04/21合併症なく経過し、退院。
1	2021/09/28頃(ワクチン接種15日後)、ぶどう膜炎を発現した。
1	2021/06/30頃、乾癬の悪化を認めた。
1	2022/02/25頃倦怠感、高体温を認めた。
1	2022/04/12頃視力低下、聴力低下が発現。
1	2021/08/15頃全身にあざが発現。
1	2022/03/20頃両側側頭部と右後頭部に10分程持続する殴られたような頭痛を1日3回ほど認めるようになった。
1	2022/04/01左眼視力低下を認めた。
1	2022/03/01左胸に痛み、息苦しさあり。
1	2022/02/15左足が動きにくく、歩行も困難となり、救急車で搬送。
1	2022/06/24左半身に力が入らない症状を認めた。
0	2022/04/24左脇胸部の違和感・軽い痛み、肩痛/上背部痛が回復。
1	2022/04/23左脇胸部の違和感・軽い痛みを再度自覚。
1	2022/04/01再び頭痛が酷くなり、近医を受診。
0	2022/04/04再検にて心筋トロポニンI陰性を確認。
1	2022/05/13再診にてCPK、CK-MBの低下、トロポニンT陽性、心電図でのSTの緩和が認められ、本剤による副反応と診断。
0	2022/04/08再度下肢静脈エコーにて可動性血栓の消失を確認。
0	2022/06/27採血、心電図所見が改善し、症状の回復を認めた。
1	2021/11/20作業中に失神を認めた。
1	2022/04/08仕事中に失神。
0	2022/03/17施行2日目より、対麻痺改善を認めた。
1	2022/04/11死亡。
1	2022/02/15視神経脊髄炎再燃が発現。
1	2022/06/27視力低下を認めた。
1	2022/06/02時刻不詳(ワクチン接種日同日)、心筋炎を発現した。
1	2021/09/08時々ふらつき、左目の視力が落ちた感覚を認めたため、他院に受診指示。
0	2022/04/15自宅退院となる。
1	2022/02/25重症多型滲出性紅斑が発現。
1	2022/03/26出勤するも体調が悪く、休憩を長くとっていた。
0	2022/04/14処方薬をlongに増量し、躁症状は速やかに改善した。
0	2022/05/23処方薬を中止。
1	2021/11/04所見から自己免疫疾患の関与を疑い、メチルプレドニゾロン投与。
1	2022/06/30症状がひどくなり歩行困難となった。
0	2021/07/22症状の回復を認めた。
0	2022/03/20症状の改善を認め、エピペン指導し、退院。
0	2022/04/12症状の軽快を認め、自宅退院。
0	2022/05/20症状の軽快を認め、退院。
1	2022/05/13症状の軽快を認めたが、後遺症として左視野障害、左麻痺が残る。
0	2022/02/16症状の消失および回復を認めた。
0	2022/05/06症状の増悪なく改善傾向であり、プレドニン30 mgまで減量したところで退院。
0	2022/05/24症状の転帰は不明。
0	2021/10/27症状はないが、治療を継続中。
0	2022/04/13症状は未回復。
0	2022/04/28症状安定したため、一旦退院とし、今後は外来にて継続加療とする方針となった。
1	2022/06/20症状改善なく、入院加療とした。
0	2022/06/13症状改善なく、利尿薬を増量。
0	2021/07/24症状軽快。
0	2022/03/07症状軽快し、退院。
0	2022/07/01症状再燃なく退院。
0	2022/05/03症状消失のため、退院。
1	2021/07/31上肢脱力、しびれ、肛門部しびれを認めた。
0	2022/04/20上室性頻拍に対するアブレーション治療を施行。
0	2022/05/26状態が改善し、人工呼吸管理を離脱。
0	2022/03/16心エコー検査を施行。
1	2022/06/23心筋逸脱酵素のピークアウトを認めた。
1	2022/07/07心筋炎、心膜炎が発現。
0	2021/08/25心臓MRI検査を実施し、異常所見なし。
0	2022/03/04心臓超音波検査では、左室駆出率58%であり、異常所見なし。
0	2022/05/07心臓超音波検査では、左室駆出率67.1%であり、異常所見なし。
0	2022/05/02心臓超音波検査にて、心嚢液は生理範囲内であり、異常所見なし。
1	2022/03/21心不全を認め、輸液を1,500 mL/日に減量し、フロセミド開始。
1	2022/04/09心房細動、洞休止症候群が発現。
1	2021/10/15心房細動を指摘された。
0	2022/03/01人工呼吸器より離脱。
1	2022/03/31髄液検査で細胞数増多、蛋白増多、糖低下を認めた。
1	2022/03/09髄膜炎が発現。
1	2021/11/17精査目的に入院。
1	2022/03/10脊髄炎が発現。
1	2021/07/06接種8日後、C6部位に帯状疱疹が発現。
1	2021/09/29接種後に発熱が発現し、その後から見づらさを自覚。
1	2022/04/06前胸部痛が続き、前医受診。
1	2022/03/08全身に湿疹が拡大し、入院。
0	2021/12/27全身状態は改善せず。
1	2021/07/13息苦しさが増悪したため当院へ救急搬送され、急性呼吸窮迫症候群の診断で入院。
1	2022/05/18息切れ、動悸を自覚。
1	2022/06/06息切れが再出現。
0	2022/04/06他院に転院。
1	2022/07/09他院受診。
1	2022/04/16多発脳神経麻痺、顔面神経麻痺、三叉神経の障害が発現。
1	2021/08/31体温37.9°C、倦怠感を認め、寝て過ごしていた。
1	2022/04/03体全体の痛みが発現。
1	2022/03/26体調不良を訴えた。
1	2022/04/23体調不良を認めた。
0	2022/03/07対症療法で経過良好のため、退院。
0	2022/03/21対麻痺は軽快。
1	2021/07/03帯状疱疹が発現し、体幹に皮疹あり。
1	2021/07/05帯状疱疹後神経痛でメチコバール1,000 mcg、セレコキシブ200 mgを経口投与開始。
0	2021/07/17退院。
0	2021/10/12退院後2回目の外来時、心電図所見も正常化。
1	2022/05/02昼、胸痛が出現し、近医受診。
1	2022/05/29昼、食欲がなく、味覚も変わった。
